0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2677319828000002e-54,8.95770123e-73,4.3829567858400004e-62,9.246740221199999e-83,8.556164498399999e-55,1.20470776584e-72,1.5737097580800003e-62,4.0833879751199997e-82,9.8347740816e-69,1.0330681346400002e-89,4.6265846542799995e-74,0.0,1.32331837116e-20,1.36511632248e-19,3.7356716844e-12,1.0863448672800001e-13,1.0061343558e-18,3.5495637109200003e-19,4.04009813904e-12,7.168650321600001e-12,2.0220590918400003e-30,2.45681076252e-31,2.6547128072400004e-25,1.7964403441200001e-26,5.3300840736e-46,4.43996212608e-42,1.0225239837600002e-55,3.15476443632e-51,2.28908796072e-46,2.7674004381600005e-41,1.7712387948e-55,2.2034286858000003e-51,1.29406423716e-57,5.4967916556e-53,3.8232266252400005e-67,2.79772574316e-61,7.1633634240000005e-40,9.36047625e-32,3.56182929372e-31,9.8792474328e-24,2.2889537760000002e-35,2.06080652484e-26,9.17799681e-39,3.8508346160400002e-31,6.430255954799999e-32,3.76285007796e-23,1.84833272628e-34,1.92261726948e-27,1.77018126804e-49,1.8446302292400002e-41,3.20299260384e-43,5.275639138799999e-35,1.9752771155999998e-46,5.0505886884e-38,8.0132577348e-46,1.19536126512e-45,0.0,2.21009895228e-100,1.4227949421600003e-97,0.0
2.3269246652399996e-46,9.7984553724e-61,4.82905786296e-52,1.76892182616e-68,2.5319407578e-46,1.4354804043599999e-60,2.1910222434e-52,8.4038010372e-68,2.70762585708e-57,1.98492521292e-73,1.47558067848e-60,3.62911085712e-77,1.8486300038400002e-17,1.21437583872e-16,3.4083824406e-10,1.59392114748e-11,2.17207167012e-14,7.708144062e-15,1.0311462600000001e-07,1.37750190588e-07,9.1469939556e-26,1.32204631572e-26,2.2611904960800003e-21,3.4828119170399996e-22,5.878721418e-39,6.9378079404e-36,6.675715341599999e-47,2.32683484884e-43,4.9237217964e-39,6.9650807148e-35,1.2346427866799999e-46,1.5663202242e-43,1.50197384112e-47,4.69009196568e-44,2.7939157118400004e-55,1.1102649378000002e-50,3.7340413449599996e-34,2.7338339881200002e-27,2.7540262854e-27,1.85448637668e-20,1.82906391828e-30,8.774206815599999e-23,6.4883347728e-33,3.24801226452e-26,9.7544777292e-28,7.826052872400001e-20,3.3855416392800003e-29,3.3285067528800006e-23,2.7262521588000005e-41,1.00826550756e-34,1.11086479356e-36,8.203822123200001e-30,7.851967603200001e-39,8.5755908532e-32,3.52693626036e-39,1.2079527882e-38,0.0,4.1480023840799997e-81,8.910370932e-81,0.0
5.09184141e-43,1.64897305464e-55,1.01221738008e-47,1.9337493006000002e-62,1.1045476086000001e-42,2.52619604196e-55,6.2225651004e-48,9.741299749200001e-62,2.78693511252e-52,6.587736496799999e-67,1.08944068644e-54,1.06673382444e-69,1.5968151005999998e-15,4.10983218096e-15,3.1812119796000004e-09,1.18262559408e-09,3.8025480433200004e-11,6.0868387776e-11,3.8404688218800003e-05,3.76852456032e-05,3.09066826308e-21,3.92546963952e-21,9.0399725616e-16,1.029762204e-16,4.7946186232799996e-36,3.248043234e-33,7.570657730400002e-43,7.6148415096e-40,1.88942495628e-35,8.8152985548e-32,1.8750747004800002e-42,6.902495862000001e-40,5.3553053040000006e-42,5.91788235e-39,2.0451675264e-49,3.4733113542000006e-45,3.17100412488e-31,4.08053947008e-25,9.2414312376e-26,1.6160370862800002e-18,4.02296961168e-28,2.6190114262800005e-21,1.8390878702400002e-29,1.53327603444e-23,9.4058885016e-25,9.8046409248e-16,1.47867031356e-26,1.5045573632400001e-19,1.5080147056799998e-36,2.138642595e-30,6.685330113599999e-32,8.4438846732e-25,2.28370545528e-33,1.446783921e-26,1.0854947035200001e-36,7.374356871600001e-36,0.0,6.380986506000001e-73,1.1742151962e-72,0.0
2.98200848052e-41,1.59753638028e-52,2.92865528124e-45,5.926088526e-59,9.9163779252e-41,3.0464513058000002e-52,2.22684367404e-45,3.83138205252e-58,1.07853457056e-46,1.8147570982800002e-62,1.86669846228e-50,3.96707097636e-65,2.81759798976e-14,4.0822330245600004e-14,1.42008965256e-08,1.15886635872e-08,3.48936777804e-10,6.65007006e-10,5.3576812668e-05,5.4080182056e-05,3.89279458044e-12,3.77450716692e-12,1.59213841464e-05,2.6221055276400002e-05,1.2010754531999998e-34,1.42791408432e-31,1.3679715514799999e-40,6.9771107136e-38,1.8885621789600002e-33,4.6358131666800004e-30,4.9907763648e-40,1.0251561441599999e-37,1.17226510056e-35,1.48580551488e-32,2.65561141296e-43,4.0871023004400004e-39,2.4784485148800005e-29,1.63931455236e-23,3.2420771673600005e-24,3.22678732404e-17,9.219012966e-27,2.96339660832e-20,1.21919942112e-27,7.7977332216e-22,4.00855064388e-22,5.674632054000001e-14,4.9191293808e-25,1.4687571351599998e-17,1.5629398882799999e-30,1.72977463656e-24,8.5438704492e-24,1.72463277036e-15,4.50903903588e-27,2.81213597472e-21,4.487510830080001e-35,6.6286127748e-34,0.0,4.5775232556000006e-67,3.45450424176e-67,0.0
1.4480040498e-39,2.49736914936e-50,1.9952143932000003e-43,1.9507051645200002e-56,2.96707942428e-39,5.4157856064e-50,1.98257698032e-43,2.23212365136e-55,2.40299709468e-41,2.35055938464e-56,2.3371135259999998e-45,2.1001519485599997e-60,2.3582943435600003e-13,3.2123892643200003e-13,3.74668440204e-08,3.10391004708e-08,4.69407495492e-10,7.8796708092e-10,2.3720087188800003e-05,2.41317245844e-05,0.00052133409132,0.00094634838816,0.0007604916061200001,0.00112886660136,1.8232770918e-33,3.49684285836e-30,4.9417022544e-39,1.87184386224e-36,6.2345744856e-32,1.16647218816e-28,2.6543519710800003e-38,5.0313056472e-36,3.7569698031600003e-25,1.3499945290800002e-21,8.098766874e-33,1.71822076284e-28,6.993686011200001e-28,2.8119701334e-22,6.901813159199999e-23,2.94517698348e-16,1.3126475448e-25,1.7513170755600001e-19,2.49466704996e-26,1.16081576724e-20,1.09762006476e-20,3.11104932204e-13,7.5340111668e-24,1.31892055776e-16,1.82391199068e-20,1.02274788672e-10,1.2795585450000003e-13,1.23021827376e-05,1.67618717844e-16,4.868393961480001e-07,2.06070586176e-33,1.1496936012e-31,0.0,7.25624487e-63,6.576507483600001e-63,0.0
1.61030483676e-38,9.857175666e-49,3.5931062108400005e-42,1.5573780936e-54,6.0246426383999994e-33,1.9352473694400002e-48,9.4669420584e-39,1.7972327898e-53,1.34979295752e-31,3.49053411516e-49,9.5605356552e-37,1.56089977992e-54,1.0389326547600001e-12,1.72375065552e-12,7.4839750884e-08,6.2771361708e-08,3.8019640404000003e-10,3.87670041408e-10,2.64998311488e-05,2.18017713396e-05,0.00069287463,0.0031850716308,0.0018956029994399999,0.0016295274114,1.67786021748e-32,2.5326050556e-28,9.24221799e-38,2.5772730090000006e-35,8.7299567784e-26,1.01010046152e-22,3.39049886652e-32,3.72408443628e-29,1.6115309042400003e-14,4.42703725164e-10,1.0919792022e-22,2.6213677080000002e-20,1.18509088248e-26,2.056394331e-21,8.695918816800001e-22,1.6047076553999998e-15,1.3362252823200001e-24,6.027136393200001e-19,1.3309115870399999e-22,1.8750984061200003e-18,8.467504914e-20,5.5063671636e-13,9.0881966064e-22,3.04381526808e-16,6.3335909316e-09,0.00058125110256,4.5760084014000005e-06,0.00049973226552,1.08920210856e-07,0.00093103930548,1.9480849796399998e-31,4.79523202512e-24,0.0,3.85170632592e-60,2.28727524e-59,0.0
3.8274635544000004e-36,1.3045326576e-47,1.59114886368e-39,4.1071099587599995e-53,3.21887582436e-27,9.067616871600001e-42,1.37181260136e-30,6.5386349016000004e-46,1.2703369528800001e-26,2.47331366712e-41,9.649037692800001e-30,2.20631110512e-45,2.5387687674e-12,5.5011455424e-12,1.10069468136e-07,9.614478501600001e-08,5.5954346028e-10,2.2879828263599998e-09,1.99840645824e-05,1.53073251252e-05,0.00102462318444,0.00473355058788,0.0018706637336400002,0.00332211324852,9.7846388616e-28,4.04758828692e-25,5.6301174756e-33,1.30979712564e-30,1.3870193522399998e-20,8.9221825248e-18,1.7394239118e-25,2.1592498146e-23,7.008429643200001e-07,2.48195807844e-06,5.8232541468e-16,7.2408695784e-15,1.43283459972e-24,8.5219999104e-21,5.8463266548e-21,5.7544042320000004e-15,8.736745524e-24,1.0390726309200001e-18,2.7601711995600002e-18,1.2710141587200001e-14,3.56124484908e-16,5.6466966996e-13,2.45563986096e-17,1.3505666055600001e-12,0.00038275406100000004,0.0021465636162,0.0011792650864800001,0.000247972523292,0.00051632042208,0.0020079339169200004,6.606770702400001e-28,2.12688096564e-20,0.0,3.62859512448e-58,1.8054081435600003e-56,0.0
1.555125567e-32,1.8290167523999998e-44,1.0207768339199999e-34,1.5097677942000002e-48,2.06223887556e-24,1.14287388612e-37,3.1115382570000004e-27,2.05487854428e-40,7.4141219784e-24,1.24563901344e-37,8.5852434168e-27,7.660261613999999e-41,3.85089611328e-12,1.2007114759199999e-11,1.64874920076e-07,1.12614482088e-07,1.46260186512e-09,1.5703140601200003e-05,2.0111887062e-05,0.00020650221042,0.0010410852544800002,0.0051882919536,0.0021850862628,0.005216269026000001,8.813489956800001e-24,1.07416458552e-21,5.1979150692e-28,2.299953831e-26,3.13346764272e-15,1.82981194656e-14,9.0045672312e-22,2.48841258924e-20,0.00157052422068,0.00011038354578,1.1891399334e-07,9.098018496e-11,7.0286893764e-22,2.89940055828e-20,3.8382867741599997e-20,1.41778760424e-14,1.47968833092e-21,1.96950589656e-17,2.70070925808e-11,1.13652646788e-10,5.032327492799999e-10,5.301690312e-13,9.5458774224e-11,1.35371528388e-09,0.00295119919764,0.00277831735164,0.0026763324981600002,0.000272607861192,0.00293715583908,0.0021958234944,7.526776284000001e-25,9.654376615199999e-18,0.0,6.8057758692e-57,3.3716149438800003e-54,0.0
5.5973045508000006e-30,1.5517655502e-40,9.846720644400001e-32,1.83548736144e-44,2.87728329432e-22,2.8404761900399996e-34,1.06504100616e-24,7.259185743600001e-37,1.97494965384e-21,7.3779652332e-35,8.6275935672e-24,1.44347553636e-37,3.72154390824e-12,3.86211987492e-11,2.08625003856e-07,1.68024486744e-07,1.10493406452e-08,0.00077128120608,2.19875033112e-05,0.0024803846717999997,0.00122913846468,0.007045681363199999,0.00282394820556,0.007738217832000001,3.23957703216e-21,4.2236824680000005e-19,5.7100059732e-24,1.32967324956e-23,5.8720524276e-10,1.3098859604399999e-12,5.2914109968000006e-14,5.2954223052e-19,0.00481273341324,0.00022182653244,0.00218499016416,1.3586964130800002e-06,1.8940946728800001e-13,1.4653734127200001e-18,8.922499090799999e-15,2.6575143427200002e-14,2.51790014772e-17,5.5951327608000006e-15,0.0006485551936800001,5.8055927088e-08,4.51744531104e-05,1.7877862149600002e-12,2.40867501264e-05,2.1918910575600002e-07,0.0059313018036,0.00442035442068,0.00214194754404,0.000283876521216,0.0050261468484,0.00319151745444,4.0511113965599997e-22,2.0963039784e-15,0.0,2.1122553710400002e-54,1.4597901210000002e-51,0.0
